,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179
0,0.7628713250160217,0.7866854667663574,0.7692170143127441,0.7687623500823975,0.7736048698425293,0.7666146755218506,0.7704365849494934,0.7648938298225403,0.7803402543067932,0.7611503601074219,0.7593818306922913,0.7335901856422424,2.735428552114172e-06,4.031180651509203e-05,0.001772102,0.01420141,0.027834268,0.028380034,0.010345496,0.005549046,0.021677513,0.024082547,0.02009224,0.022480931,0.012982061,0.00857278,0.00722553,0.010566625,0.021062961,0.04748996,0.039046705,0.013121302,0.00998034,0.017785361,0.036405642,0.0212922,0.003848532,0.003041768,0.006727363,0.017526187,0.012885017,0.002400323,0.000797045,0.000880867,0.000793581,0.000410222,0.000220832,0.000173801,0.000263725,0.000415407,0.000803769,0.000826986,0.000616431,0.000402878,0.000235522,0.000468446,0.001684477,0.001357559,0.00124354,0.002474162,0.003953568,0.003773722,0.001397438,0.000505582,0.000446624,0.000832563,0.000667425,0.000428452,0.000662448,0.000861186,0.000809601,0.000741009,0.000989352,0.000941473,0.000782131,0.000527662,0.000444982,0.000370819,0.000198126,0.000713855,0.001261311,0.000372092,5.339243580237962e-05,7.726198236923665e-05,0.000134109,9.419168054591864e-05,0.000133413,0.000115384,0.000266151,0.000710474,0.000507993,0.000679882,0.000482264,0.000262941,0.000156979,8.251720282714814e-05,9.836337267188355e-05,9.076159039977938e-05,9.61008554440923e-05,0.000121269,0.000184406,0.000170909,0.000252606,0.00025557,0.000413403,0.000313708,0.000419548,0.000113098,5.8755194913828745e-05,2.318375118193217e-05,9.646852959122045e-06,1.9064624211750925e-05,1.1595077921811026e-05,3.676980122691021e-05,3.721355460584164e-05,5.268680979497731e-05,3.7781301216455176e-05,8.943575085140765e-05,7.814405398676172e-05,4.369555972516537e-05,6.421878060791641e-05,3.611861393437721e-05,2.439812305965461e-05,2.4414035578956828e-05,2.9385741072474048e-05,3.965655196225271e-05,2.7459256671136245e-05,1.9775425244006328e-05,1.5257479390129449e-05,1.0722162187448704e-05,8.040475222514942e-06,6.147449312265962e-06,4.523170900938567e-06,4.200911462248769e-06,3.9992964957491495e-06,4.570291821437422e-06,4.779903974849731e-06,7.09916275809519e-06,4.668824658438098e-06,3.0111691557976883e-06,-726.2172241,68.54141998291016,3.293397665023804,12.205300331115724,5.510277748,13.667409896850586,-2.983828306,3.098029136657715,-3.310813427,-1.564384341,-7.861651897,-2.124281645,2.849204063415528,-2.667806149,0.9590201377868652,1.6281663179397583,-2.736689091,0.2542410492897033,2.675377130508423,-1.761165738,-1.886474252,-0.975619912,-0.379437298,0.400272787,-3.044043779,-2.90125823,-0.109247983,-0.863565147,-3.333269358,-1.978465199,0.4570814967155456,-1.399109721,-2.926855803,0.013956698,-0.490733892,-0.570905447,0.040399279,-1.207217574,-1.594981551,-1.436487198
1,0.7474169135093689,0.7816930413246155,0.7747629284858704,0.7555133700370789,0.7708255052566528,0.7834554314613342,0.7542700171470642,0.7485798597335815,0.7669224739074707,0.7688143849372864,0.7721588015556335,0.7447457313537598,3.2438022117275978e-06,5.261321348370984e-05,0.001845513,0.012002287,0.035768323,0.048971303,0.015894448,0.004011848,0.014581846,0.030426942,0.039714143,0.038065284,0.013276862,0.005940303,0.006224705,0.013338925,0.029100375,0.048656482,0.041649621,0.018404536,0.011155474,0.010279206,0.018685337,0.025743,0.014269342,0.003109094,0.0022309,0.008476063,0.020532606,0.013401522,0.002814165,0.000478346,0.000344557,0.000499407,0.000461959,0.000226181,0.000174209,0.000245413,0.000529456,0.000562466,0.000796825,0.000940148,0.000537816,0.000251626,0.000416098,0.001460704,0.004097362,0.005418658,0.002868921,0.001840697,0.002276432,0.001272095,0.000816465,0.000637994,0.000409541,0.001211262,0.001071568,0.000487741,0.000771718,0.000645277,0.001076252,0.001266214,0.000362543,0.000337648,0.000608566,0.000418307,0.000102669,0.000274243,0.000532941,0.000140353,5.336590766091831e-05,0.000111929,0.000135168,8.027895091800019e-05,0.000112665,7.90485501056537e-05,0.000202781,0.000273457,0.000187937,0.000490673,0.000476649,0.000395998,0.000189921,9.121845505433156e-05,0.000105034,6.415837560780346e-05,6.750263855792582e-05,8.865920244716108e-05,0.000119894,0.000160759,0.000193604,0.000251618,0.00020043,0.000321524,0.000376866,0.000335109,0.000134814,5.760736530646682e-05,1.9323915694258176e-05,1.2696355952357408e-05,1.7574278899701312e-05,3.451729935477488e-05,7.866080704843625e-05,6.533230771310627e-05,4.864542279392481e-05,2.8504699002951384e-05,3.5078417568001896e-05,5.213053373154253e-05,6.45569380139932e-05,2.621835847094189e-05,2.175348527089227e-05,2.306289752596058e-05,2.308546027052216e-05,2.3452326786355115e-05,3.3643085771473125e-05,3.2795764127513394e-05,2.497935383871664e-05,1.5837455066503026e-05,1.5630919733666815e-05,7.0831270022608805e-06,4.851397079619346e-06,5.390631940827007e-06,3.555029252311215e-06,4.415092917042784e-06,7.11700477040722e-06,6.951172963454155e-06,4.5620276978297625e-06,3.959677542297868e-06,-719.1282959,70.20156860351562,1.1683969497680664,13.122543334960938,7.836949825286865,14.411290168762209,-4.111359596,4.468973159790039,-3.539366722,-3.65860796,-7.64850378,-1.477077603,3.031821012496948,-2.461867571,0.594734251,0.9784502983093262,-2.836164474,0.073815539,1.7593119144439695,-2.063185692,-2.3056283,-0.662253797,-0.947881222,0.4974661767482757,-1.692576885,-3.471765518,-0.269275516,-0.776778042,-4.091074944,-1.280043364,0.2754600942134857,-2.521469831,-2.987672806,0.4097349047660827,-0.484184295,-1.398390889,0.2552035450935364,-0.984978497,-2.09306097,-1.040791035
2,0.7671319246292114,0.7883467674255371,0.7856534123420715,0.7865790724754333,0.7776436805725098,0.7556378841400146,0.7611759901046753,0.7523332238197327,0.7744521498680115,0.7437413334846497,0.7197983860969543,0.7233754992485046,4.6808772822259925e-06,5.017006333218888e-05,0.001582965,0.014808969,0.037992135,0.038928293,0.008621735,0.006804121,0.024240237,0.02873395,0.046901453,0.040039428,0.016454984,0.012008169,0.007385096,0.016365126,0.043642528,0.045727067,0.02349812,0.009431665,0.019077351,0.051788583,0.051927112,0.01344651,0.003645975,0.03446722,0.064799875,0.039733354,0.023093721,0.00421064,0.001176963,0.002027674,0.001272882,0.001931007,0.001816061,0.000610543,0.000709445,0.000656081,0.000567455,0.000476141,0.000501104,0.001023154,0.001649171,0.001195646,0.002207889,0.00341235,0.01045377,0.017489318,0.009844061,0.003056379,0.002155142,0.002057907,0.001033543,0.000631726,0.001026015,0.001350872,0.000755038,0.001171026,0.000757727,0.000474834,0.001015658,0.000675461,0.000408003,0.000292265,0.000130991,0.000130093,0.000140358,0.000134352,0.000152388,0.000240899,0.000153413,0.00012851,0.000140583,0.000102061,0.000114689,0.000135702,0.000289644,0.000384621,0.000438855,0.000591183,0.000491429,0.000144162,0.000101604,6.182262586662546e-05,6.347105227177963e-05,4.911236464977264e-05,4.8856105422601104e-05,8.505932055413723e-05,9.84534271992743e-05,0.000141102,0.000237931,0.000442958,0.000505495,0.000569918,0.000401855,0.000204466,0.000114942,0.000117905,7.090540748322383e-05,5.4657029977533966e-05,9.592749120201916e-05,0.00011303,0.000311303,0.000372306,0.000246865,0.000402411,0.000775553,0.000638063,0.000317651,0.000227857,0.000167598,0.000117586,8.605667972005904e-05,0.000116589,6.808646867284551e-05,0.000116208,0.00011419,0.000111469,6.795513036195189e-05,4.192728374619037e-05,2.352814954065252e-05,3.076095526921563e-05,2.673573180800304e-05,2.3564931325381625e-05,1.7592928998055868e-05,1.7966372979572043e-05,1.3056817806500476e-05,8.658984370413236e-06,-714.9957275,69.68934631347656,3.924563646316528,11.924189567565918,6.421723365783691,11.011613845825195,-2.878103018,4.509557723999023,-4.476109028,-2.67154932,-7.499283314,-2.962265491,1.8734848499298096,-2.912888765,0.5256917476654053,1.3727965354919434,-2.364830732,-2.020495415,1.6025525331497192,-1.561723828,-3.720788956,-1.894917727,0.373806745,1.2185683250427246,-2.77710247,-2.725419044,-0.812744319,-0.507055581,-2.85771203,-1.150794864,-0.002119133,-0.909151554,-3.04595542,-0.373294294,-0.849145055,-0.922104716,-0.170319766,-1.144422531,-1.725612402,-1.45056057
3,0.7655562162399292,0.7608091235160828,0.754814088,0.7736209034919739,0.7975970506668091,0.7856970429420471,0.7541999220848083,0.7613428235054016,0.7423558235168457,0.7252345085144043,0.7424051761627197,0.7651739716529846,3.972804279328557e-06,4.936513869324699e-05,0.002982297,0.019851729,0.050160248,0.04501776,0.006760974,0.00478541,0.016564606,0.024962053,0.02924137,0.016252417,0.006862559,0.008990765,0.01582329,0.025517268,0.048146583,0.029046392,0.017026825,0.018204093,0.016028579,0.042811982,0.041700993,0.010481928,0.001885078,0.011156899,0.05770465,0.061627977,0.030274138,0.004571463,0.001170835,0.004733521,0.007863659,0.003808692,0.000805383,0.000171523,0.000438205,0.002077572,0.002917408,0.001953476,0.000825268,0.000527136,0.000848184,0.000889799,0.00113258,0.001464139,0.003354828,0.009716537,0.008965631,0.003314831,0.002988986,0.002822592,0.002580571,0.001694368,0.000765642,0.000751991,0.000865177,0.001125549,0.001453551,0.000568477,0.00075129,0.000867916,0.000483454,0.000470388,0.000193548,7.444129732903093e-05,7.091844599926844e-05,8.914549835026264e-05,0.000121977,9.379960829392076e-05,5.932739804848097e-05,4.9550715630175546e-05,7.909604755695909e-05,8.49418283905834e-05,9.350576146971434e-05,0.000123762,0.000203372,0.000267378,0.000314742,0.000552021,0.001114196,0.000906806,0.000171328,0.000100596,7.460163760697469e-05,7.830646063666791e-05,4.9658545322017744e-05,6.912291428307071e-05,7.284645835170522e-05,0.000118066,0.000207198,0.000271828,0.000288193,0.000298375,0.000420985,0.000437114,0.000340317,0.000146024,0.000129373,0.000128021,0.000133308,0.000132233,0.000107952,0.000409945,0.000457532,0.000411849,0.000350152,0.000342738,0.00017213,0.000166773,0.000132677,0.000140556,0.000108017,0.00016455,0.000152132,8.444032573606819e-05,5.135242827236653e-05,5.340350980986841e-05,5.2503866754705086e-05,2.1946860215393823e-05,1.534393959445879e-05,1.3059001503279433e-05,2.2706730305799283e-05,3.2050102163339034e-05,3.2304043998010457e-05,1.9153578250552528e-05,2.2063903088564985e-05,2.3747988961986263e-05,-710.9752808,67.56488800048828,5.782241344451904,13.230727195739746,6.190845489501953,12.628252029418944,-1.675169349,5.657493591308594,-4.950634003,-3.477545261,-7.416557312,-1.937004089,2.271525382995605,-0.611255407,0.1746319830417633,1.3954355716705322,-2.391465902,-0.665337861,1.7429572343826294,-0.495068431,-3.014374495,-0.979133546,0.5346140265464783,0.2684628069400787,-2.36517787,-2.670341015,-1.39759481,-0.043934163,-2.159041166,-1.574821711,-0.40380615,-1.32965064,-2.513404846,-0.190276101,-0.645948768,-0.55391866,0.4592987298965454,-1.580084682,-1.64768219,-1.509510636
4,0.7066214084625244,0.7513782382011414,0.7657773494720459,0.7545974254608154,0.7591121196746826,0.77033186,0.7555941939353943,0.7418549060821533,0.7500505447387695,0.755683959,0.7750442624092102,0.7272074818611145,3.2144564556801924e-06,3.0384073397726752e-05,0.00059995,0.007127584,0.017933402,0.026365837,0.015785769,0.003368737,0.010576804,0.017889014,0.014256896,0.014531308,0.019978954,0.00873795,0.00348738,0.003581447,0.008011336,0.012044348,0.0195737,0.01904328,0.005322149,0.001866027,0.001825256,0.007418618,0.010821328,0.002741325,0.000646548,0.000547528,0.002821769,0.005032098,0.002532896,0.000663352,0.000250118,0.000279323,0.000319293,0.000150903,9.49241075431928e-05,6.717876385664567e-05,0.000168812,0.000185436,0.000194981,0.000394017,0.000214499,0.000100529,0.000180125,0.00022353,0.000638504,0.001425382,0.000980475,0.000274829,0.000133743,0.000358158,0.00074706,0.00032539,8.050445467233658e-05,0.000329769,0.00041717,9.56752264755778e-05,0.000250552,0.000956778,0.000553308,0.000139411,0.000182132,0.000238307,0.000232111,0.000168196,0.000319746,0.000891443,0.000344259,6.654618482571095e-05,9.110516111832112e-05,5.56812810827978e-05,6.062351167201996e-05,6.216979818418622e-05,0.000104389,9.465650509810077e-05,0.0001274,0.000146879,0.000150346,0.000371349,0.000227683,0.000146925,0.000134562,4.759003786602989e-05,4.951352457283065e-05,2.0866502381977625e-05,1.4270725841925014e-05,1.1549494956852868e-05,1.3664768630405888e-05,1.7297279555350542e-05,2.801876144076232e-05,3.236225893488154e-05,4.903844092041254e-05,5.976687316433527e-05,8.288949175039306e-05,7.746460323687643e-05,5.960971611784771e-05,2.725580270634964e-05,7.461030691047199e-06,5.992572823743103e-06,6.571949143108213e-06,1.383731887472095e-05,1.3542130545829424e-05,2.450600914016832e-05,1.980575871129986e-05,1.8259333955938928e-05,4.682867802330293e-05,3.07870504911989e-05,3.350542101543397e-05,2.130415668943897e-05,2.9290147722349506e-05,2.7644049623631872e-05,4.8222183977486566e-05,4.876719322055578e-05,5.2336821681819856e-05,3.947006916860119e-05,3.66269305231981e-05,3.393252336536534e-05,1.4944749636924826e-05,6.70191366225481e-06,6.922430202394025e-06,5.280394361761864e-06,6.192762612045044e-06,5.627244718198199e-06,6.402704457286745e-06,4.961442755302414e-06,6.521173872897634e-06,6.540996309922775e-06,-759.9217529,75.78352355957031,6.023605346679688,14.55739402770996,6.454188346862793,14.631507873535156,-3.004550934,4.620970249176025,-5.200016022,-0.707430243,-7.790287495,-3.56494832,2.180969953536988,-1.83240664,-0.350273401,0.8292604088783264,-2.523554087,-0.661252558,2.9179911613464355,-1.939186692,-3.033239841,-0.293307662,-0.244907156,-0.540666401,-2.956831455,-2.104104757,-1.400206208,-0.925389111,-3.722793102,-1.992164493,0.2064628601074218,-2.188581705,-2.835500717,0.4637457728385925,-1.019167185,-1.411440611,0.3504332602024078,-1.51989162,-1.250112295,-0.613851607
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.7226657867431641,0.7387903332710266,0.781078041,0.7844376564025879,0.7810191512107849,0.7617116570472717,0.7599346041679382,0.7267488241195679,0.736958385,0.7389182448387146,0.7496544122695923,0.7464607357978821,4.292102403269382e-06,6.455335096688941e-05,0.003744517,0.03461941,0.051447269,0.013204653,0.001604022,0.008314979,0.035814553,0.040943008,0.013083218,0.004646997,0.006482558,0.012565461,0.017279187,0.01036414,0.011717847,0.011796365,0.009413711,0.012113276,0.013422276,0.013368627,0.021667868,0.017030869,0.010769722,0.014894378,0.016456079,0.024398003,0.019902924,0.007573434,0.006257256,0.00720583,0.002297894,0.000578011,0.000589892,0.001114083,0.00148524,0.001154508,0.000717273,0.000605061,0.001179989,0.000969422,0.000472393,0.000680751,0.003055934,0.004711952,0.006479986,0.008173869,0.009167026,0.003988092,0.002159536,0.002067544,0.00231322,0.001474674,0.001077169,0.00108563,0.001049062,0.000997,0.000869379,0.000560784,0.000629694,0.000807426,0.000517502,0.000976152,0.000492383,0.000177406,0.000162902,5.892732224310748e-05,6.758080417057499e-05,5.658130612573586e-05,4.447208630153909e-05,7.737791747786105e-05,5.611959568341263e-05,7.172394543886185e-05,6.0862774262204766e-05,0.000133153,0.0002347,0.000271592,0.000313183,0.000425901,0.000257814,0.000386972,0.000409503,0.000185968,9.590615081833676e-05,4.798575901077129e-05,3.464742985670455e-05,4.282440568204038e-05,3.1505034712608904e-05,4.264790914021432e-05,6.104789645178244e-05,6.67715139570646e-05,9.244898683391511e-05,0.000152826,0.00018047,0.000171103,0.000130044,8.726212399778888e-05,3.754271529032849e-05,3.523113264236599e-05,4.952894596499391e-05,8.217611321015283e-05,0.000124218,0.000383325,0.000882368,0.002495848,0.002079461,0.001065949,0.000591782,0.000412314,0.000259573,0.000151987,0.000142075,0.000144896,0.000213064,0.00017377,0.000156769,0.000119981,7.170726166805252e-05,3.713016485562548e-05,3.575837763492018e-05,5.0858958275057375e-05,2.089775080094114e-05,2.724146361288149e-05,2.0085299183847383e-05,1.6782028978923336e-05,1.122938556363806e-05,6.657526682829484e-06,-733.5249023,81.58985900878906,4.8633575439453125,14.423686027526855,5.267688751220703,13.968560218811035,-3.085616589,7.173245429992676,-4.821438313,-0.967448771,-6.250473499,-3.866639853,3.325518846511841,-1.668071508,1.9813907146453853,0.965025008,-2.970167637,0.925096333,2.661871194839477,-2.686702013,-4.089702606,-1.142779231,-0.041476127,0.6396041512489319,-4.437098026,-1.978664756,-1.668379307,-0.129615858,-2.648197889,-1.7407794,-0.243149891,-1.499499202,-3.442182541,1.0794883966445925,-1.840690494,-1.141295671,-0.546892226,-1.894405842,-1.673830032,-0.976834655
7,0.7288708686828613,0.7573622465133667,0.771347165,0.7615434527397156,0.7543014883995056,0.7491793036460876,0.7459884881973267,0.7483353018760681,0.7661184072494507,0.7491664290428162,0.7574411630630493,0.7384002804756165,6.743399808328832e-06,6.790146289858967e-05,0.002770422,0.039204139,0.069549516,0.016602376,0.001853598,0.008089711,0.045861091,0.054588143,0.015172266,0.003200063,0.00564266,0.012749176,0.017621044,0.009540322,0.007647483,0.013714916,0.0153793,0.024161914,0.031661376,0.019180335,0.032310784,0.031334065,0.023986576,0.026664365,0.022719774,0.022862241,0.01324861,0.004610736,0.001551495,0.001384666,0.000966817,0.000757452,0.000697043,0.000695658,0.001113893,0.000640424,0.000354146,0.000402408,0.00079298,0.000995316,0.000610338,0.000423063,0.001419418,0.003168056,0.004654001,0.005653258,0.00598708,0.004729045,0.001926256,0.001192473,0.001328446,0.00168403,0.001157916,0.000958657,0.000474884,0.000464078,0.000685962,0.000477438,0.000344239,0.000533856,0.000719105,0.000638963,0.000162182,0.000127349,0.0001971,7.161792018450797e-05,0.000107032,6.15419412497431e-05,3.967998782172799e-05,6.966528599150479e-05,5.094262451166287e-05,8.712191629456356e-05,5.772935401182622e-05,0.0001151,0.000154431,0.000186554,0.000267337,0.000396215,0.000327061,0.00047521,0.000209714,7.800970342941582e-05,5.104224692331627e-05,3.590148116927594e-05,3.289816595497541e-05,4.066730252816342e-05,4.163246921962127e-05,6.825647869845852e-05,7.710330100962892e-05,8.89613147592172e-05,0.000127323,0.000117013,0.000117543,0.000178362,0.000188033,5.368288839235902e-05,3.715889033628628e-05,2.59366770478664e-05,3.2845386158442125e-05,5.4096552048577e-05,8.365085523109883e-05,0.000249863,0.000292675,0.000279999,0.000488864,0.000485817,0.000291833,8.934012294048443e-05,9.957845031749456e-05,8.028278534766287e-05,7.723342423560098e-05,6.303937698248774e-05,8.68593342602253e-05,8.774307934800163e-05,7.423066563205793e-05,3.748496965272352e-05,3.839573037112132e-05,2.533357655920554e-05,2.3108110326575115e-05,1.5109784726519138e-05,1.3109316569170916e-05,1.5970103049767204e-05,4.233339495840482e-05,2.385952029726468e-05,1.401182271365542e-05,6.432800091715762e-06,-728.3629761,82.32493591308594,7.500576496124268,12.54246425628662,6.788125038146973,14.805659294128418,-2.909580231,6.937838554382324,-4.844339848,-1.84692347,-5.687710285,-3.666653633,2.2403512,-1.423443198,1.2192734479904177,1.1254897117614746,-2.724320889,0.4126955866813659,2.779966115951538,-1.696386456,-3.65889287,-0.634261608,-0.370535195,0.9723826050758362,-4.102185249,-2.825219154,-1.575526476,-0.56038326,-1.80174315,-1.602030039,-0.635976255,-0.914521456,-2.752013445,0.3607566356658935,-1.986983657,-1.166482687,-0.426878184,-2.169825554,-1.761076927,-0.407192916
8,0.7235433459281921,0.7542427182197571,0.789644182,0.7795274257659912,0.7780380845069885,0.78578943,0.7964239716529846,0.7788357734680176,0.7545594573020935,0.7265769839286804,0.7440784573554993,0.753803551,4.889176125288941e-06,5.870710810995661e-05,0.005824675,0.028174968,0.023432931,0.004129146,0.001054702,0.005283561,0.011980054,0.015014256,0.00497427,0.004346992,0.004501795,0.007200902,0.010681379,0.004122581,0.004267153,0.002543378,0.003762947,0.009244694,0.007294611,0.002940707,0.002329427,0.003026334,0.002184329,0.000904662,0.001068233,0.002790361,0.002668709,0.000875703,0.000577502,0.001217291,0.000987406,0.00040008,0.000182075,0.000107051,0.000148844,0.000155355,0.000174459,0.000159889,0.000287373,0.000479163,0.000351957,0.000158641,0.000188851,0.000386162,0.00070059,0.000678816,0.000462254,0.000224615,0.000180464,0.000147258,9.409939957549796e-05,0.000239007,0.00021598,0.00012273,0.00012949,0.000195859,0.000145243,6.872080120956525e-05,0.00015003,0.000162275,0.000107261,0.000184248,0.000206395,0.000185077,5.613781831925735e-05,0.000224131,0.000133469,3.6123870813753456e-05,3.757238300750032e-05,2.421779026917648e-05,5.590942964772694e-05,4.67795180156827e-05,4.809771053260192e-05,5.71866003156174e-05,9.008490451378748e-05,0.000128645,0.000142927,0.000175713,6.109844252932817e-05,3.772136187762953e-05,2.785723881970625e-05,2.3905902708065696e-05,2.8847582143498585e-05,1.9782271920121275e-05,7.568293312942842e-06,1.170550058304798e-05,1.4791096873523202e-05,1.394798164255917e-05,1.6967818737612106e-05,2.3508733647759072e-05,3.4568951377877966e-05,5.571286237682216e-05,4.04105412599165e-05,2.403157122898847e-05,8.404002073802985e-06,4.691484264185419e-06,2.435628857710981e-06,2.510002786948462e-06,2.230510062872781e-06,5.194391178520164e-06,7.766042472212575e-06,1.562263787491247e-05,2.2814389012637548e-05,3.240990554331802e-05,3.384158480912447e-05,3.026023841812276e-05,1.862963290477637e-05,1.05891940620495e-05,2.005692476814147e-05,8.663399057695642e-06,1.596852598595433e-05,1.6939809938776307e-05,1.6593043255852535e-05,7.513432137784548e-06,8.62857086758595e-06,9.888485692499673e-06,5.072944986750372e-06,2.8575327633006964e-06,2.3943432552187005e-06,2.7816406600322807e-06,2.9965906378492946e-06,3.211836883565411e-06,3.804898597081774e-06,3.3517321753606666e-06,3.207580675734789e-06,2.730982487264555e-06,-771.6252441,83.32755279541016,9.759607315063477,14.268048286437988,6.201725959777832,16.020977020263672,-2.84689784,4.470249652862549,-5.536262035,0.8787948489189148,-5.348248482,-3.029556036,2.340573549,0.6652833223342896,1.3866220712661743,-0.022842692,-2.42859292,0.2481956928968429,2.279019832611084,-1.071826577,-0.170459136,-2.293885946,0.008647349,2.594590187072754,-3.904055595,-2.880471468,-0.229994759,-0.63468802,-3.327100992,-1.581112742,0.1773048639297485,-1.482104421,-1.436422944,0.698775589,-1.622127175,-0.738566875,-0.634277582,-1.899428129,-2.530648708,-2.010264397
9,0.7201018929481506,0.723458469,0.747748613,0.7574366331100464,0.7766435742378235,0.7763272523880005,0.7861409187316895,0.7578871846199036,0.7547131180763245,0.7241706848144531,0.7148463726043701,0.7256277203559875,3.423466523599928e-06,4.353544500190765e-05,0.002529559,0.017239586,0.030061387,0.017342256,0.001788016,0.002461647,0.009257188,0.012451378,0.017942738,0.009125891,0.002994979,0.003271286,0.003792591,0.013794078,0.027834736,0.008757001,0.001857981,0.002682336,0.004047676,0.004776716,0.003105238,0.001519268,0.001772811,0.003441966,0.002126027,0.001145114,0.001198493,0.00162258,0.001234136,0.000782887,0.000403571,0.000322715,0.000256666,0.000153883,0.000162236,0.000181476,0.000299025,0.000314884,0.000354566,0.000300457,0.000229852,0.000201914,0.000384839,0.000470113,0.000498083,0.000425686,0.00032158,0.000278076,0.000396137,0.000188964,0.000164541,0.000494747,0.000259253,0.000118932,0.000291089,0.000361634,0.000158729,0.000130332,0.000314356,0.000229675,0.000120441,0.000235565,0.000180525,0.000107947,8.307219832204282e-05,0.000102809,6.838736589998007e-05,2.297762330272235e-05,2.413247966615017e-05,2.594995203253348e-05,2.796764420054388e-05,2.992757617903408e-05,1.9980470824521035e-05,5.563016748055816e-05,8.320061169797555e-05,8.423459075856954e-05,9.601601050235332e-05,7.785604248056188e-05,8.813563181320205e-05,4.864353468292393e-05,4.160472599323839e-05,2.897269223467447e-05,2.604825931484811e-05,1.7830068827606738e-05,9.943230907083487e-06,9.418425179319456e-06,1.3660577678820118e-05,1.6146947018569335e-05,1.611821608094033e-05,1.5913778042886406e-05,2.1006322640459985e-05,3.625392128014937e-05,3.716860737768002e-05,2.4998698791023344e-05,1.494941443525022e-05,9.208563824358862e-06,4.567714768199949e-06,4.9731215767678805e-06,7.206626833067276e-06,9.125122232944705e-06,1.0388842383690644e-05,2.1652957002515905e-05,3.5529505112208426e-05,3.594226291170344e-05,7.213275966932997e-05,7.547399582108483e-05,0.000110343,9.584552026353776e-05,8.576407708460465e-05,5.603957833955064e-05,0.000101759,9.614551527192816e-05,5.394509571488016e-05,7.54564898670651e-05,3.1894374842522666e-05,2.851633689715527e-05,2.0735422367579304e-05,1.1566669854801148e-05,8.697005796420854e-06,4.0963413994177245e-06,6.510048933705548e-06,7.825240572856274e-06,9.299439625465313e-06,1.3360904631554147e-05,8.60400359670166e-06,3.52287474925106e-06,-733.989624,82.99156951904297,3.7967939376831055,13.411559104919434,3.1084964275360107,16.039552688598633,-5.652945042,5.560671329498291,-7.840987206,-1.17721045,-5.728786469,-4.109694004,3.882381677627564,-1.043491125,1.0040569305419922,-1.427609682,-2.603615999,-0.438642144,1.845233678817749,-2.679385662,-1.474066019,-1.825613976,-0.254269063,1.7353025674819946,-4.238995075,-2.147648573,-0.531823575,-0.107676245,-3.467279673,-1.679622531,-0.394363075,-2.195223331,-2.358054399,-0.269498587,-0.910775959,-0.971087039,-1.183314443,-2.272465706,-2.150444746,-2.137333393
